v_p_post,v_upvote,v_date
1608,0,2015-04-04 09:20:53
1609,1,2015-06-09 23:18:41
1610,0,2015-03-10 08:29:02
1611,0,2015-06-08 04:54:46
1612,0,2015-03-02 18:59:16
1613,1,2015-08-22 13:03:52
1614,0,2015-08-19 12:23:40
1615,1,2015-03-01 07:15:34
1616,0,2015-07-21 05:29:43
1617,1,2015-06-24 18:24:21
1618,1,2015-08-02 02:54:58
1619,0,2015-12-29 05:47:24
1620,1,2015-08-29 11:05:25
1621,0,2015-12-15 01:47:55
1622,0,2015-11-17 18:28:04
1623,1,2015-06-26 20:15:20
1624,1,2015-10-19 01:15:07
1625,0,2015-04-10 05:13:28
1626,0,2015-11-26 13:43:33
1627,0,2015-09-02 17:16:20
1628,1,2016-03-19 06:58:20
1629,0,2015-08-16 04:22:07
1630,0,2015-10-16 09:38:16
1631,0,2015-03-10 23:13:03
1632,1,2015-03-28 00:52:59
1633,0,2015-03-28 02:33:31
1634,1,2015-04-16 04:42:23
1635,1,2015-03-16 12:26:51
1636,1,2015-06-29 10:49:32
1637,0,2015-12-11 03:52:43
1638,0,2016-01-27 19:02:28
1639,1,2015-08-06 07:07:51
1640,1,2016-01-28 15:56:54
1641,1,2015-07-26 18:09:31
1642,0,2015-03-07 05:15:51
1643,1,2015-06-10 07:23:19
1644,0,2015-06-28 01:46:11
1645,1,2015-11-01 07:00:57
1646,0,2015-07-19 07:08:56
1647,0,2015-03-25 20:33:22
1648,1,2015-08-13 05:47:03
1649,1,2015-12-01 01:24:13
1650,1,2015-12-07 01:38:17
1651,0,2016-02-20 11:45:28
1652,0,2015-10-20 18:33:18
1653,1,2015-09-17 02:32:42
1654,1,2015-12-07 10:55:56
1655,0,2015-10-23 17:43:47
1656,0,2015-07-27 00:23:01
1657,1,2015-06-13 23:42:04
1658,0,2015-12-21 13:29:16
1659,0,2016-03-04 13:56:11
1660,1,2016-02-01 22:16:27
1661,1,2015-03-28 05:06:23
1662,0,2015-08-10 05:44:07
1663,1,2015-12-11 13:39:21
1664,1,2015-12-21 09:20:45
1665,1,2015-05-20 04:13:55
1666,0,2015-10-19 10:43:57
1667,0,2015-05-16 16:07:40
1668,0,2016-03-27 11:29:15
1669,1,2015-07-13 23:59:44
1670,0,2015-12-23 00:25:12
1671,1,2015-05-02 11:26:29
1672,0,2016-01-12 10:27:10
1673,0,2015-12-17 01:07:45
1674,0,2015-11-12 04:45:22
1675,1,2015-08-03 04:38:36
1676,1,2015-09-02 01:10:09
1677,1,2016-01-11 20:06:56
1678,1,2015-04-27 18:07:57
1679,0,2015-11-06 14:36:21
1680,0,2016-02-24 19:24:00
1681,1,2015-05-07 03:44:00
1682,0,2015-12-09 09:03:06
1683,0,2016-02-02 08:24:00
1684,0,2015-08-23 09:21:25
1685,1,2015-07-15 04:03:55
1686,1,2015-07-05 22:49:56
1687,1,2015-03-12 21:39:39
1688,1,2015-11-19 00:05:02
1689,0,2016-03-15 06:47:20
1690,0,2016-02-25 12:13:02
1691,0,2015-11-06 06:54:18
1692,1,2016-03-27 04:39:38
1693,0,2015-11-25 15:49:02
1694,0,2015-11-12 11:58:31
1695,0,2015-06-09 07:07:43
1696,0,2015-07-26 11:43:58
1697,1,2016-01-19 07:08:13
1698,0,2015-12-26 21:28:41
1699,1,2016-01-04 00:57:44
1700,0,2015-03-28 07:44:45
1701,0,2016-02-04 20:21:35
1702,0,2016-02-09 02:17:46
1703,0,2015-05-07 20:06:57
1704,0,2015-04-27 16:05:41
1705,0,2015-04-27 02:16:45
1706,0,2015-10-16 07:36:10
1707,0,2015-08-07 03:54:39
1708,1,2015-03-01 15:48:52
1709,1,2015-08-22 21:31:34
1710,0,2015-05-28 03:17:55
1711,0,2015-03-01 02:49:10
1712,1,2015-06-08 14:33:23
1713,0,2015-10-20 20:35:08
1714,0,2015-10-14 08:24:34
1715,0,2015-10-15 01:32:15
1716,1,2015-05-15 17:18:55
1717,0,2015-12-27 09:22:23
1718,1,2015-10-22 14:52:56
1719,1,2015-03-19 02:44:12
1720,0,2016-01-30 03:17:22
1721,0,2015-09-17 21:26:55
1722,1,2015-12-10 17:15:01
1723,1,2015-11-26 17:45:31
1724,0,2015-03-15 20:07:03
1725,0,2015-03-24 13:18:16
1726,0,2016-03-15 18:23:45
1727,1,2015-05-12 19:07:24
1728,0,2015-10-16 17:27:04
1729,0,2015-03-24 14:15:30
1730,1,2015-08-14 11:52:03
1731,1,2016-02-06 04:38:59
1732,1,2015-05-18 11:40:58
1733,0,2015-12-08 22:04:59
1734,0,2015-04-11 16:49:11
1735,0,2015-05-08 02:08:58
1736,1,2015-04-06 17:02:18
1737,0,2015-09-20 22:25:46
1738,0,2015-10-21 13:50:52
1739,1,2016-01-06 20:38:07
1740,1,2015-11-07 20:05:15
1741,0,2015-06-30 21:55:27
1742,0,2015-04-07 03:14:08
1743,0,2015-06-30 09:37:27
1744,0,2016-02-06 12:38:58
1745,0,2015-10-23 18:12:35
1746,0,2015-07-08 02:43:39
1747,1,2015-05-21 17:50:58
1748,0,2015-11-05 22:26:14
1749,0,2015-11-03 12:27:14
1750,1,2015-11-12 15:23:17
1751,0,2015-11-27 10:42:56
1752,0,2015-09-13 11:47:48
1753,0,2015-03-25 02:54:58
1754,1,2015-11-20 22:37:45
1755,0,2016-01-30 10:01:20
1756,1,2015-07-07 19:44:33
1757,0,2015-03-30 02:27:24
1758,0,2015-08-14 12:40:20
1759,1,2016-01-21 07:22:51
1760,0,2015-08-13 10:06:36
1761,1,2015-09-01 16:34:39
1762,0,2016-03-23 08:43:50
1763,0,2016-01-29 20:16:24
1764,1,2016-02-04 15:39:56
1765,0,2015-06-30 10:07:35
1766,0,2015-05-06 13:52:14
1767,0,2015-12-03 18:38:51
1768,0,2015-12-07 23:35:11
1769,0,2015-03-05 10:43:45
1770,0,2015-09-25 09:05:23
1771,0,2015-11-28 03:30:10
1772,0,2015-12-31 18:33:03
1773,0,2015-06-26 16:08:05
1774,1,2015-12-11 22:23:12
1775,0,2015-05-14 10:00:58
1776,1,2015-09-01 20:13:53
1777,0,2015-07-19 02:12:02
1778,0,2015-05-17 08:09:03
1779,0,2015-12-22 16:01:58
1780,1,2015-07-25 20:50:44
1781,0,2016-02-01 06:01:43
1782,0,2015-12-11 19:48:09
1783,0,2015-07-04 06:41:21
1784,0,2015-04-14 18:57:50
1785,0,2015-05-12 12:56:58
1786,1,2015-04-08 20:18:50
1787,0,2015-04-17 23:00:30
1788,0,2016-01-16 09:48:43
1789,1,2015-08-13 15:25:55
1790,1,2015-03-10 12:42:49
1791,0,2016-02-08 04:53:01
1792,0,2015-08-28 22:57:32
1793,0,2015-10-22 04:21:32
1794,0,2015-11-27 08:42:24
1795,1,2016-03-27 08:20:04
1796,1,2015-06-26 04:38:35
1797,1,2016-02-03 12:42:54
1798,0,2015-12-12 23:24:30
1799,0,2015-09-17 17:56:16
1800,0,2015-10-16 17:12:19
1801,0,2015-09-21 07:28:17
1802,1,2015-10-23 17:32:25
1803,1,2015-09-15 16:16:02
1804,1,2015-09-08 01:48:22
1805,0,2015-04-18 00:11:56
1806,1,2015-04-15 19:59:16
1807,0,2015-11-21 16:41:26
1808,1,2015-11-06 03:50:45
1809,0,2015-07-26 03:49:40
1810,1,2016-03-14 18:21:36
1811,1,2015-05-18 09:23:58
1812,1,2016-03-01 13:06:45
1813,1,2015-04-14 00:53:01
1814,0,2015-04-23 03:53:00
1815,1,2015-03-10 03:36:42
1816,0,2015-05-31 13:53:30
1817,1,2016-03-05 04:37:02
1818,0,2015-03-19 22:03:08
1819,0,2015-12-26 05:46:11
1820,1,2015-03-07 09:31:18
1821,0,2015-10-18 17:15:10
1822,1,2015-11-13 22:53:51
1823,1,2015-04-28 20:55:16
1824,1,2016-03-25 16:43:26
1825,0,2015-10-13 12:42:06
1826,0,2015-06-24 02:38:20
1827,1,2016-01-13 11:05:15
1828,1,2015-08-20 01:48:43
1829,0,2016-03-06 04:58:41
1830,0,2015-07-06 05:07:09
1831,1,2015-03-22 19:51:17
1832,1,2015-11-06 14:38:05
1833,1,2016-02-21 12:49:23
1834,1,2016-01-08 06:18:57
1835,0,2015-10-22 14:19:19
1836,0,2015-03-05 20:57:09
1837,1,2015-03-23 17:07:37
1838,0,2016-03-26 22:33:53
1839,1,2016-03-25 18:29:35
1840,1,2015-09-21 10:49:54
1841,0,2015-04-13 01:25:40
1842,1,2015-08-14 00:42:15
1843,0,2015-03-02 04:29:29
1844,0,2016-03-09 08:22:52
1845,0,2015-07-21 01:29:07
1846,0,2015-08-02 14:16:32
1847,0,2015-10-19 01:12:02
1848,0,2015-08-10 23:00:30
1849,0,2016-02-26 12:40:51
1850,1,2015-05-09 11:57:33
1851,0,2015-06-01 04:21:08
1852,1,2015-08-04 21:03:43
1853,1,2015-04-29 19:51:57
1854,0,2015-04-12 19:22:16
1855,0,2015-10-02 23:28:14
1856,1,2016-01-16 07:49:03
1857,0,2015-12-30 20:57:36
1858,0,2015-07-10 01:31:22
1859,1,2015-10-16 11:43:34
1860,0,2015-12-19 23:47:57
1861,0,2015-03-20 09:31:46
1862,1,2015-12-06 07:40:44
1863,0,2015-07-27 07:52:49
1864,1,2015-12-30 04:22:04
1865,0,2016-02-12 22:46:47
1866,1,2015-04-19 15:35:13
1867,0,2015-07-28 22:09:56
1868,1,2015-12-20 06:18:29
1869,0,2015-12-09 02:10:48
1870,1,2015-06-19 02:10:03
1871,1,2015-06-26 11:37:32
1872,1,2015-10-25 10:05:55
1873,1,2016-03-15 19:08:17
1874,0,2015-10-07 14:32:25
1875,0,2015-09-16 02:56:59
1876,0,2016-03-24 18:16:06
1877,1,2015-06-18 18:07:02
1878,0,2016-01-13 13:55:40
1879,0,2015-03-26 04:08:06
1880,1,2015-09-08 16:25:50
1881,0,2016-03-27 19:44:39
1882,0,2015-09-29 08:16:41
1883,0,2016-02-02 23:48:06
1884,1,2015-12-25 07:36:05
1885,0,2015-04-27 17:41:51
1886,0,2015-11-25 21:40:11
1887,1,2015-12-21 00:02:51
1888,1,2016-03-08 06:20:26
1889,0,2015-09-02 06:17:58
1890,0,2015-10-10 08:42:44
1891,0,2015-10-28 03:40:17
1892,0,2016-02-01 22:06:23
1893,0,2015-03-15 19:24:53
1894,1,2015-08-30 17:39:48
1895,0,2015-04-04 01:07:23
1896,0,2016-01-01 21:37:50
1897,1,2015-05-08 15:11:57
1898,0,2015-08-23 01:03:17
1899,1,2015-03-16 18:42:12
1900,0,2015-07-14 22:46:28
1901,0,2015-05-13 06:24:17
1902,1,2015-04-26 08:23:00
1903,1,2015-03-11 20:27:06
1904,1,2015-08-25 13:10:02
1905,0,2015-11-05 02:55:53
1906,1,2015-12-01 08:53:58
1907,1,2015-05-11 10:07:28
1908,0,2015-05-22 10:48:59
1909,1,2015-06-10 20:18:06
1910,1,2015-06-03 10:35:26
1911,0,2015-11-27 05:16:54
1912,1,2015-05-27 19:53:49
1913,0,2015-11-08 21:05:36
1914,0,2015-11-23 15:33:09
1915,0,2015-12-26 12:05:44
1916,1,2015-03-19 17:40:11
1917,0,2015-03-04 16:17:37
1918,1,2015-08-04 11:15:07
1919,1,2015-12-16 12:20:55
1920,1,2015-10-13 19:24:50
1921,1,2015-12-19 00:42:56
1922,1,2015-05-18 11:23:31
1923,0,2016-01-19 12:01:23
1924,0,2015-06-07 07:01:46
1925,1,2015-06-23 04:49:44
1926,0,2016-03-10 13:35:33
1927,1,2015-11-11 09:00:28
1928,1,2016-01-18 10:56:36
1929,0,2015-10-27 08:26:13
1930,1,2015-03-24 19:43:50
1931,0,2015-03-19 09:09:00
1932,1,2015-11-12 10:32:49
1933,0,2015-10-17 17:14:43
1934,1,2015-03-14 00:01:51
1935,1,2015-03-26 03:14:12
1936,1,2016-02-15 21:12:58
1937,1,2015-11-03 22:30:44
1938,0,2016-02-03 23:48:38
1939,1,2016-02-08 11:35:32
1940,0,2015-10-22 22:32:40
1941,0,2015-04-22 22:35:30
1942,1,2015-03-17 15:12:32
1943,0,2016-02-12 17:27:54
1944,1,2016-01-22 10:59:23
1945,1,2016-01-17 00:37:21
1946,1,2015-12-12 21:27:41
1947,0,2015-03-30 17:15:46
1948,1,2015-07-06 07:43:34
1949,0,2015-06-17 00:57:27
1950,0,2015-10-02 03:38:00
1951,1,2015-11-17 18:50:39
1952,1,2016-01-26 10:12:52
1953,1,2015-05-18 18:34:01
1954,1,2015-09-21 14:30:49
1955,1,2015-10-16 18:38:43
1956,1,2016-01-11 22:25:58
1957,1,2015-05-22 07:17:06
1958,1,2016-01-10 04:03:43
1959,1,2016-03-29 18:08:37
1960,1,2015-03-12 02:46:45
1961,0,2015-07-05 07:09:17
1962,1,2015-03-14 11:50:41
1963,1,2015-10-13 10:15:53
1964,1,2016-03-30 17:50:23
1965,0,2015-10-19 11:01:34
1966,0,2016-02-26 10:24:30
1967,0,2015-08-17 19:03:03
1968,1,2015-08-04 09:40:26
1969,0,2016-02-16 00:09:14
1970,1,2015-10-18 13:39:26
1971,1,2016-01-19 13:17:43
1972,1,2016-03-26 20:25:17
1973,1,2015-06-09 10:45:25
1974,0,2015-09-19 02:25:18
1975,1,2015-09-06 09:32:24
1976,0,2015-07-27 04:49:53
1977,0,2015-05-20 16:36:47
1978,1,2016-03-10 17:15:59
1979,0,2016-02-27 22:01:24
1980,1,2015-11-01 06:31:10
1981,1,2015-05-23 00:37:48
1982,1,2015-06-23 19:28:44
1983,0,2016-03-15 02:08:04
1984,0,2015-03-29 18:04:18
1985,1,2015-04-16 20:04:30
1986,1,2015-06-17 11:03:26
1987,1,2015-12-11 08:36:30
1988,1,2015-09-08 18:08:32
1989,1,2015-12-28 04:43:19
1990,0,2016-02-15 01:18:12
1991,1,2015-07-03 09:05:12
1992,1,2015-11-29 22:39:14
1993,0,2015-12-28 01:23:34
1994,1,2015-11-05 01:37:53
1995,0,2016-02-17 13:45:55
1996,0,2015-04-21 09:54:53
1997,1,2015-06-20 05:00:43
1998,1,2016-03-27 07:25:25
1999,1,2015-03-23 16:59:12
2000,1,2015-08-15 10:09:40
2001,0,2015-06-12 02:40:13
2002,1,2016-02-04 20:38:05
2003,1,2015-03-14 19:30:37
2004,0,2016-03-27 08:37:08
2005,0,2015-06-10 00:39:56
2006,0,2015-05-02 04:07:56
2007,0,2015-03-19 00:22:10
2008,0,2015-09-25 20:00:57
2009,1,2015-05-11 04:53:30
2010,0,2015-05-20 13:35:27
2011,1,2015-04-26 04:45:43
2012,1,2015-04-19 08:00:43
2013,0,2016-01-13 07:15:45
2014,0,2015-05-15 11:03:21
2015,0,2015-11-07 20:15:52
2016,1,2015-05-10 11:23:44
2017,0,2015-07-17 07:55:24
2018,0,2015-12-13 23:12:03
2019,1,2015-03-30 20:27:33
2020,1,2015-06-01 23:24:34
2021,1,2015-10-03 23:32:28
2022,0,2015-04-12 03:54:36
2023,0,2015-05-22 14:23:39
2024,1,2015-10-18 00:40:20
2025,1,2016-01-10 01:13:17
2026,1,2015-09-06 03:04:41
2027,1,2016-01-27 09:44:22
2028,1,2015-05-06 19:01:23
2029,0,2015-03-12 19:08:47
2030,1,2015-09-04 09:49:02
2031,0,2015-08-19 23:47:11
2032,0,2015-08-23 15:39:24
2033,1,2016-01-23 16:26:25
2034,0,2015-05-24 18:09:04
2035,0,2016-03-13 16:10:48
2036,1,2016-03-02 03:13:36
2037,1,2015-03-07 10:02:28
2038,1,2015-08-07 03:45:02
2039,0,2015-06-13 04:56:39
2040,1,2015-12-15 21:29:27
2041,1,2015-07-13 16:21:50
2042,0,2015-07-24 22:41:57
2043,1,2015-10-14 19:52:00
2044,1,2016-03-10 13:51:55
2045,1,2015-11-01 09:30:26
2046,0,2015-10-04 04:47:26
2047,0,2016-01-14 07:31:30
2048,0,2015-07-13 17:08:49
2049,1,2015-03-01 21:09:48
2050,1,2015-04-01 05:38:55
2051,0,2015-08-29 17:08:56
2052,0,2015-05-17 12:30:14
2053,1,2015-05-23 09:46:43
2054,1,2015-10-22 03:22:03
2055,0,2015-05-26 15:35:52
2056,0,2015-10-24 04:12:43
2057,1,2015-11-01 14:20:02
2058,0,2016-03-21 12:07:55
2059,0,2015-08-18 17:45:09
2060,0,2015-10-07 00:50:12
2061,1,2015-04-23 13:27:08
2062,0,2015-10-25 00:19:37
2063,1,2016-02-02 11:20:25
2064,1,2015-09-26 15:59:47
2065,0,2015-10-21 09:16:39
2066,1,2015-08-15 13:34:03
2067,0,2015-07-29 10:29:47
2068,1,2015-12-17 09:28:22
2069,0,2015-11-14 18:14:33
2070,1,2016-01-02 15:43:48
2071,1,2016-02-15 17:35:06
2072,0,2016-01-30 17:36:27
2073,0,2015-12-18 00:22:44
2074,1,2015-06-29 19:17:42
2075,1,2015-10-07 04:24:39
2076,1,2015-08-19 10:03:23
2077,1,2015-09-05 00:36:40
2078,0,2016-01-26 22:59:47
2079,0,2016-03-25 07:20:28
2080,0,2015-05-30 04:48:44
2081,1,2016-01-04 16:59:44
2082,0,2016-02-23 07:51:21
2083,1,2016-01-04 08:48:21
2084,1,2015-09-19 20:21:39
2085,1,2016-01-09 07:25:00
2086,1,2016-03-17 21:33:35
2087,0,2015-04-16 12:00:10
2088,1,2016-02-04 09:04:06
2089,0,2016-03-14 12:28:55
2090,0,2015-04-10 00:02:07
2091,1,2016-03-17 14:25:45
2092,0,2015-11-25 06:08:26
2093,0,2015-06-21 21:01:36
2094,1,2016-02-26 02:02:55
2095,1,2016-02-21 17:20:49
2096,0,2015-11-01 22:25:09
2097,0,2015-03-26 07:27:12
2098,0,2016-01-18 10:40:17
2099,0,2015-12-25 20:36:34
2100,1,2015-04-12 11:32:50
2101,1,2016-02-20 00:47:04
2102,0,2016-01-25 18:52:46
2103,0,2015-11-04 19:02:42
2104,1,2016-03-25 22:54:25
2105,0,2016-02-19 11:22:55
2106,0,2016-01-10 00:09:01
2107,0,2015-10-29 18:18:40
2108,1,2015-08-12 14:52:24
2109,1,2015-10-17 06:14:14
2110,0,2015-03-16 15:32:48
2111,1,2015-09-14 14:13:44
2112,1,2015-05-18 03:20:05
2113,1,2016-03-18 20:00:04
2114,1,2015-04-18 04:53:11
2115,0,2015-07-24 02:51:47
2116,1,2015-11-04 19:43:55
2117,0,2015-06-15 16:50:09
2118,1,2015-09-16 00:18:03
2119,1,2016-02-25 21:48:00
2120,1,2015-07-13 08:36:36
2121,1,2015-07-18 17:21:30
2122,0,2016-03-27 23:41:57
2123,0,2016-03-07 23:53:48
2124,0,2015-08-25 21:43:04
2125,1,2016-02-28 07:26:19
2126,0,2015-08-01 05:27:40
2127,0,2015-09-10 17:45:53
2128,0,2016-03-28 22:41:29
2129,1,2015-05-31 21:36:48
2130,0,2015-08-07 22:15:31
2131,0,2016-03-26 20:36:46
2132,0,2015-06-12 10:43:31
2133,0,2015-03-20 04:17:59
2134,1,2015-11-11 03:49:28
2135,1,2015-03-04 23:41:17
2136,1,2016-01-18 04:32:50
2137,0,2016-03-28 16:00:30
2138,0,2015-11-16 15:51:02
2139,0,2015-12-10 17:07:08
2140,1,2015-10-30 00:39:39
2141,0,2015-06-21 01:35:18
2142,0,2015-07-09 20:48:51
2143,0,2015-08-01 14:31:23
2144,0,2015-03-11 21:59:58
2145,1,2016-03-20 10:58:31
2146,0,2015-03-25 03:46:10
2147,0,2015-12-15 23:33:43
2148,1,2015-09-22 04:52:22
2149,0,2016-02-02 07:15:40
2150,1,2015-10-17 14:40:50
2151,0,2015-03-16 23:01:36
2152,1,2015-11-06 03:47:46
2153,0,2016-03-11 23:21:29
2154,1,2015-07-12 23:33:59
2155,0,2015-07-29 08:02:25
2156,0,2015-05-24 12:35:31
2157,1,2015-04-03 20:26:39
2158,0,2015-05-02 11:13:44
2159,1,2015-06-21 23:03:28
2160,1,2015-06-26 13:33:06
2161,1,2015-03-05 18:09:53
2162,0,2015-12-12 09:38:01
2163,1,2015-12-01 10:01:19
2164,0,2015-05-28 07:55:45
2165,1,2016-03-22 23:09:20
2166,0,2015-03-22 14:13:13
2167,0,2016-02-18 10:23:24
2168,0,2015-05-18 16:10:38
2169,1,2015-06-16 22:38:40
2170,1,2015-12-07 06:18:45
2171,0,2015-03-19 21:41:50
2172,0,2016-03-16 02:28:16
2173,0,2015-11-24 13:48:48
2174,0,2015-04-03 20:55:49
2175,0,2015-05-21 09:03:57
2176,0,2015-12-07 21:20:38
2177,0,2015-10-11 05:04:56
2178,0,2015-11-19 03:48:01
2179,0,2015-12-20 03:08:34
2180,1,2016-01-29 16:25:44
2181,1,2015-10-30 04:04:03
2182,1,2015-08-08 13:16:36
2183,1,2016-02-05 01:24:15
2184,1,2015-04-23 11:25:32
2185,1,2015-07-22 02:48:56
2186,1,2016-03-25 06:04:24
2187,1,2015-11-05 19:13:53
2188,0,2015-12-28 23:17:47
2189,1,2016-03-03 16:00:23
2190,0,2015-03-27 21:20:55
2191,0,2015-09-16 11:37:28
2192,1,2015-06-16 03:22:22
2193,0,2015-12-29 21:03:18
2194,1,2015-07-16 12:46:55
2195,1,2016-01-24 03:58:57
2196,1,2016-01-08 14:58:53
2197,1,2015-11-09 05:41:54
2198,0,2016-03-19 06:10:43
2199,1,2016-01-23 17:41:52
2200,1,2015-06-13 04:12:01
2201,1,2016-03-21 07:51:48
2202,0,2015-10-13 14:55:00
2203,0,2015-11-02 00:24:15
2204,0,2015-09-08 03:11:47
2205,1,2016-03-03 03:12:40
2206,1,2015-03-02 04:03:17
2207,1,2015-04-12 07:31:19
2208,0,2016-01-01 02:26:59
2209,1,2015-10-30 12:23:28
2210,1,2016-01-19 02:10:19
2211,1,2015-09-28 16:51:48
2212,1,2016-02-02 18:58:55
2213,1,2016-01-23 09:41:57
2214,1,2016-03-10 14:28:21
2215,0,2015-10-22 13:23:14
2216,0,2015-08-24 13:11:57
2217,1,2015-07-16 12:00:33
2218,1,2015-05-05 15:22:16
2219,0,2015-10-05 07:20:37
2220,1,2015-08-04 04:26:25
2221,0,2015-10-18 14:10:31
2222,1,2015-06-12 08:41:03
2223,1,2015-09-26 16:01:39
2224,1,2015-11-01 07:15:39
2225,0,2015-04-05 03:59:04
2226,1,2015-09-25 20:58:53
2227,0,2015-04-18 14:21:16
2228,0,2015-03-18 12:43:36
2229,1,2015-04-12 03:42:53
2230,0,2015-11-25 04:04:02
2231,0,2015-10-25 23:05:04
2232,0,2016-03-04 02:03:06
2233,1,2015-03-29 20:54:52
2234,0,2015-07-07 07:11:05
2235,0,2015-10-28 13:03:05
2236,0,2016-01-29 00:53:27
2237,0,2015-07-25 09:51:15
2238,1,2015-12-26 23:04:58
2239,1,2015-08-04 18:07:17
2240,0,2015-04-20 05:36:33
2241,1,2016-03-13 03:11:10
2242,0,2015-06-18 08:22:33
2243,1,2015-09-04 00:38:02
2244,0,2015-11-19 09:03:19
2245,1,2015-08-23 18:40:37
2246,0,2015-04-17 15:46:39
2247,1,2016-03-28 22:19:36
2248,0,2015-10-05 07:55:13
2249,0,2015-06-12 18:13:17
2250,1,2015-08-23 16:24:17
2251,1,2015-12-11 09:23:17
2252,1,2016-02-19 12:52:39
2253,0,2015-06-15 11:39:26
2254,0,2015-03-29 22:00:21
2255,0,2016-02-05 13:53:19
2256,0,2016-03-18 01:21:55
2257,0,2015-08-24 20:36:02
2258,1,2015-08-29 09:39:04
2259,1,2016-01-06 06:45:20
2260,0,2016-02-18 00:36:54
2261,0,2015-11-29 20:45:08
2262,1,2015-05-18 09:36:25
2263,1,2015-10-17 23:06:24
2264,1,2015-05-08 18:00:54
2265,0,2016-02-18 14:53:09
2266,1,2015-10-17 11:32:29
2267,0,2015-08-11 19:12:35
2268,1,2015-03-28 22:25:34
2269,1,2015-10-03 17:52:05
2270,0,2015-05-17 12:36:46
2271,1,2016-01-25 08:44:40
2272,0,2015-11-20 14:25:15
2273,0,2015-12-31 09:56:06
2274,1,2015-07-04 08:58:53
2275,1,2015-04-27 16:46:38
2276,0,2016-03-23 20:22:45
2277,1,2015-12-24 07:33:27
2278,0,2015-04-14 23:51:11
2279,1,2015-09-23 13:26:15
2280,1,2015-09-19 08:21:02
2281,1,2015-03-30 11:58:04
2282,0,2015-07-05 20:25:35
2283,0,2015-05-09 23:10:52
2284,0,2016-01-21 04:18:03
2285,1,2015-08-01 13:33:02
2286,1,2015-06-09 23:34:32
2287,1,2015-07-20 09:18:18
2288,0,2015-03-07 11:34:05
2289,0,2015-11-25 02:48:46
2290,0,2015-10-27 14:41:48
2291,0,2015-08-25 23:48:02
2292,0,2016-01-23 21:49:58
2293,1,2016-01-11 05:25:54
2294,1,2015-05-02 04:03:19
2295,1,2016-03-29 09:20:39
2296,1,2015-03-26 01:51:13
2297,1,2015-07-21 07:46:02
2298,0,2015-08-02 08:29:37
2299,0,2016-02-06 08:27:53
2300,1,2015-10-30 08:28:15
2301,0,2015-03-31 18:12:56
2302,1,2016-02-09 15:10:58
2303,1,2015-10-23 05:30:56
2304,1,2015-06-03 06:16:41
2305,1,2015-03-05 14:52:45
2306,0,2016-03-20 20:16:05
2307,1,2015-12-22 21:50:55
2308,0,2015-11-01 01:58:27
2309,0,2015-09-22 00:13:00
2310,0,2016-01-22 02:13:48
2311,1,2016-01-14 20:50:22
2312,0,2015-03-01 03:34:47
2313,1,2015-03-15 21:06:47
2314,0,2016-03-20 12:29:35
2315,0,2015-11-17 16:12:54
2316,0,2015-09-14 08:02:37
2317,1,2016-03-02 02:23:34
2318,1,2015-08-06 05:16:07
2319,0,2016-01-08 17:13:09
2320,0,2016-03-21 10:10:47
2321,0,2015-04-15 17:49:11
2322,0,2016-03-16 06:24:21
2323,0,2015-07-18 00:06:46
2324,1,2016-03-05 20:48:16
2325,1,2015-10-18 06:32:25
2326,0,2016-02-15 22:25:56
2327,0,2015-10-30 00:58:06
2328,0,2015-07-02 08:57:04
2329,0,2015-08-11 06:58:30
2330,1,2015-04-24 22:59:48
2331,1,2015-04-15 23:45:39
2332,0,2015-07-02 10:13:23
2333,0,2015-06-25 18:11:34
2334,1,2015-03-24 04:20:07
2335,1,2015-08-03 04:49:44
2336,1,2015-10-13 14:11:45
2337,1,2015-10-21 04:38:14
2338,1,2015-08-19 02:05:32
2339,0,2016-02-12 06:24:15
2340,0,2016-01-16 15:14:38
2341,1,2015-08-13 01:14:04
2342,0,2015-09-06 19:47:13
2343,0,2015-06-24 13:11:39
2344,1,2015-05-07 01:21:21
2345,1,2016-01-12 14:59:52
2346,1,2015-09-21 11:37:49
2347,1,2015-08-22 10:01:00
2348,1,2016-01-15 22:34:28
2349,1,2015-06-12 02:52:32
2350,0,2016-01-05 06:08:48
2351,1,2015-05-12 01:17:12
2352,1,2015-03-02 09:50:01
2353,1,2015-10-22 11:22:59
2354,0,2015-09-03 09:18:04
2355,1,2016-02-02 01:35:33
2356,0,2015-05-14 00:38:07
2357,0,2015-09-20 14:00:31
2358,0,2016-02-16 23:34:56
2359,0,2016-02-26 13:52:37
2360,0,2016-02-26 17:56:21
2361,0,2015-10-01 09:50:36
2362,1,2015-07-17 03:32:33
2363,1,2015-05-11 16:15:33
2364,0,2015-07-08 12:08:48
2365,0,2016-01-03 16:55:19
2366,0,2015-04-12 18:00:29
2367,0,2015-04-29 06:10:57
2368,0,2015-06-16 17:18:17
2369,1,2015-11-20 16:20:29
2370,0,2015-04-27 05:09:02
2371,1,2015-12-29 21:17:47
2372,0,2015-12-03 15:18:20
2373,1,2016-03-22 18:48:13
2374,1,2015-05-08 19:43:01
2375,0,2015-05-31 19:00:11
2376,1,2016-02-07 23:59:09
2377,0,2015-05-11 21:36:40
2378,1,2015-11-04 18:58:19
2379,1,2016-03-22 03:39:17
2380,0,2015-07-30 00:30:44
2381,1,2015-09-01 16:29:44
2382,0,2016-03-11 08:21:53
2383,1,2015-09-12 21:26:39
